movie_id,movie_brief,director,writers,casts
883,"A loner befriends a local celebrity, Billy Magic, but he soon begins to tell lies in order to maintain the friendship and the newfound status.",Guy Ferland,Joe Eszterhas,Kevin Bacon|Brad Renfro|Maximilian Schell
884,"This film documents Neil Young and Crazy Horse's 1996 concert tour. Jim Jarmusch interviews the band about their long history, and we see backstage footage from the 1970s and 1980s.",Jim Jarmusch,Neil Young|Jim Jarmusch|Ralph Molina,Unknown
885,"In the peaceful town of Snowfield, Colorado something evil has wiped out the community. And now, its up to a group of people to stop it, or at least get out of Snowfield alive.",Joe Chappelle,Dean R. Koontz,Peter O'Toole|Rose McGowan|Joanna Going
886,"Upon being fired, a desperate guy kidnaps a daughter of his former boss. Two angels are sent to Earth to check if love is possible in this case.",Danny Boyle,John Hodge,Cameron Diaz|Ewan McGregor|Holly Hunter
887,"What did little Eve see--and how will it haunt her? Husband, father and womanizer Louis Batiste is the head of an affluent family, but it's the women who rule this gothic world of secrets, l... Read all",Kasi Lemmons,Kasi Lemmons,Samuel L. Jackson|Jurnee Smollett|Meagan Good
888,"Max/W.Snipes has a one night stand with Karen/N.Kinski in NYC. He returns to his wife, 2 kids and career in LA but is affected. A year later, Max and Karen meet again by chance, but this tim... Read all",Mike Figgis,Mike Figgis,Wesley Snipes|Nastassja Kinski|Kyle MacLachlan
889,A scriptwriter comes to Paris to work on her film. There she takes up tango lessons and forms a relationship with the dancer.,Sally Potter,Sally Potter,Sally Potter|Pablo Verón|Morgane Maugran
890,A group of martial-arts warriors has only six days to save the Earth from an extra-dimensional invasion.,John R. Leonetti,Ed Boon|Lawrence Kasanoff|Joshua Wexler,Robin Shou|Talisa Soto|James Remar
891,"In 1930s Berlin, a gay Jew is sent to a concentration camp under the Nazi regime.",Sean Mathias,Martin Sherman,Lothaire Bluteau|Clive Owen|Mick Jagger
892,"An absent-minded professor discovers ""flubber,"" a rubber-like super-bouncy substance.",Les Mayfield,Samuel W. Taylor|John Hughes|Bill Walsh,Robin Williams|Marcia Gay Harden|Christopher McDonald
893,An unhappily married Manhattan socialite couple flee from the I.R.S. and end up in Amish country where they pretend to be visiting relatives.,Bryan Spicer,Jana Howington|Steve LuKanic,Tim Allen|Kirstie Alley|Jay O. Sanders
894,"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.",Raja Gosnell,John Hughes,Alex D. Linz|Olek Krupa|Rya Kihlstedt
895,"Two years after the first series of murders, as Sidney acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",Wes Craven,Kevin Williamson,Neve Campbell|Courteney Cox|David Arquette
896,"Jughead finds himself in an unexpected situation; The truth about Blossoms' family business is revealed, leaving Cheryl to take matters into her own hands.",Lee Toland Krieger,Roberto Aguirre-Sacasa,K.J. Apa|Lili Reinhart|Camila Mendes
897,"When the discovery of a five-thousand year old artifact of a humanoid reptile leads an investigative reporter to the Kronos Project, he uncovers an experimental device created to send humans... Read all",Bret McCormick,Ted Newsom,Rocky Patterson|TJ Myers|Tyler Mason
898,A nameless drifter dons a postman's uniform and bag of mail as he begins a quest to inspire hope to the survivors living in post-apocalyptic America.,Kevin Costner,David Brin|Eric Roth|Brian Helgeland,Kevin Costner|Will Patton|Larenz Tate
899,"A recent widow, who is determined to leave Scotland for Australia with her son, gets an unexpected visit from her aging mother.",Alan Rickman,Sharman Macdonald|Alan Rickman,Phyllida Law|Emma Thompson|Sheila Reid
900,"From childhood to adulthood, Tibet's fourteenth Dalai Lama deals with Chinese oppression and other problems.",Martin Scorsese,Melissa Mathison,Tenzin Thuthob Tsarong|Gyurme Tethong|Tulku Jamyang Kunga Tenzin
901,The myopic millionaire defeats jewel smugglers in his usual bumbling manner.,Stanley Tong,Pat Proft|Tom Sherohman,Leslie Nielsen|Kelly Lynch|Matt Keeslar
902,"Ultimate L.A. slacker Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for a rug ruined by debt collectors, enlisting his bowling buddies for help whi... Read all",Joel Coen,Ethan Coen|Joel Coen,Jeff Bridges|John Goodman|Julianne Moore
903,A handyman with marital problems meets a housewife with the same.,Alan Rudolph,Alan Rudolph,Nick Nolte|Julie Christie|Lara Flynn Boyle
904,Ludovic is an innocent seven-year-old child who provokes horror in his community when he dresses in girls clothes and insists he's a girl.,Alain Berliner,Chris Vander Stappen|Alain Berliner,Georges Du Fresne|Michèle Laroque|Jean-Philippe Écoffey
905,Modernization of Charles Dickens' classic story finds the hapless Finn as a painter in New York City pursuing his unrequited and haughty childhood love.,Alfonso Cuarón,Charles Dickens|Mitch Glazer,Ethan Hawke|Gwyneth Paltrow|Hank Azaria
906,"In mid-1800s England, Oscar is a young Anglican priest, a misfit and an outcast, but with the soul of an angel. As a boy, even though from a strict Pentecostal family, he felt God told him t... Read all",Gillian Armstrong,Laura Jones|Peter Carey,Ralph Fiennes|Cate Blanchett|Ciarán Hinds
907,Two supermarket clerks and their evil manager must track down the world's biggest rat.,Frank Chindamo,Blaine Capatch|Patton Oswalt,Blaine Capatch|Patton Oswalt|Chris Rush
908,The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.,Tamra Davis,Dave Chappelle|Neal Brennan,Dave Chappelle|Guillermo Díaz|Jim Breuer
909,"A Venetian courtesan becomes a hero to her city, but later becomes the target of an inquisition by the Church for witchcraft.",Marshall Herskovitz,Margaret Rosenthal|Jeannine Dominy,Catherine McCormack|Rufus Sewell|Oliver Platt
910,"A rough, short-tempered patriarch of a working-class family sees his life and the relationships around him slowly unravel.",Gary Oldman,Gary Oldman,Ray Winstone|Kathy Burke|Charlie Creed-Miles
911,"A retired detective accepts a simple task, unaware that it will tear open old, forgotten, but deadly wounds.",Robert Benton,Robert Benton|Richard Russo,Paul Newman|Susan Sarandon|Gene Hackman
912,"U.S. Marshal Samuel Gerard and his team of Marshals are assigned to track down Sheridan, who has been accused of a double-murder.",Stuart Baird,Roy Huggins|John Pogue,Tommy Lee Jones|Wesley Snipes|Robert Downey Jr.
913,Giles De'Ath (Sir John Hurt) is a widower who doesn't like anything modern. He goes to movies and falls in love with movie star Ronnie Bostock (Jason Priestly). He then investigates everythi... Read all,Richard Kwietniowski,Gilbert Adair|Richard Kwietniowski,John Hurt|Jason Priestley|Fiona Loewi
914,A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.,John McNaughton,Stephen Peters,Kevin Bacon|Neve Campbell|Matt Dillon
915,A man joins the political campaign of a smooth-operator candidate for President of the U.S.,Mike Nichols,Joe Klein|Elaine May,John Travolta|Emma Thompson|Kathy Bates
916,The Robinson family was going into space to fight for a chance for humanity. Now they are fighting to live long enough to find a way home.,Stephen Hopkins,Irwin Allen|Akiva Goldsman,Gary Oldman|William Hurt|Matt LeBlanc
917,Shadowy elements in the NSA target a nine-year old autistic savant for death when he is able to decipher a top secret code.,Harold Becker,Ryne Douglas Pearson|Lawrence Konner|Mark Rosenthal,Bruce Willis|Miko Hughes|Alec Baldwin
918,"An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven.",Brad Silberling,Wim Wenders|Peter Handke|Richard Reitinger,Nicolas Cage|Meg Ryan|Andre Braugher
919,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",Marc Caro,Gilles Adrien|Jean-Pierre Jeunet|Marc Caro,Ron Perlman|Daniel Emilfork|Judith Vittet
920,"Gennaro lives with his ailing grandpa, who sits outside holding tight to his last quarter. But grandpa's not ready to die, he has some unfinished business with a woman from his past and he e... Read all",James Foley,Joseph Stefano,Al Pacino|Mary Elizabeth Mastrantonio|Jerry Barone
921,Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.,Kaige Chen,Pik-Wah Lee|Wei Lu,Leslie Cheung|Fengyi Zhang|Gong Li
922,"On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world.",Jim Jarmusch,Jim Jarmusch,Johnny Depp|Gary Farmer|Crispin Glover
923,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household.",Yimou Zhang,Tong Su|Ni Zhen,Gong Li|Jingwu Ma|Saifei He
924,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,Ridley Scott,Charles Gieg Jr.|Felix Sutton|Todd Robinson,Jeff Bridges|Caroline Goodall|John Savage
925,"A medical examiner, who was suspected of murdering his wife, is trying an experimental drug to retrieve his wife's and others' memory and maybe find the killer and the mass murderer in a rel... Read all",John Dahl,Bill Geddie,Ray Liotta|Linda Fiorentino|Peter Coyote
926,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days.",David S. Ward,Hugh Wilson|Andrew Kurtzman|Eliot Wald,Kelsey Grammer|Lauren Holly|Rob Schneider
927,"Leo writes trashy romance novels under a pseudonym but as she struggles in her relationship with her husband, she finds her output becoming darker.",Pedro Almodóvar,Pedro Almodóvar|Dorothy Parker,Marisa Paredes|Juan Echanove|Carme Elias
928,"A newcomer to a Catholic prep high school falls in with a trio of outcast teenage girls who practice witchcraft, and they all soon conjure up various spells and curses against those who ange... Read all",Andrew Fleming,Peter Filardi|Andrew Fleming,Robin Tunney|Fairuza Balk|Neve Campbell
929,"Harriet M. Welsch is a spy. But when her friends find her secret notebook, the tables are turned on her. Can she win them back and still keep on going with the spy business?",Bronwen Hughes,Louise Fitzhugh|Greg Taylor|Julie Talen,Michelle Trachtenberg|Rosie O'Donnell|Gregory Smith
930,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,Andrew Davis,Arne Schmidt|Rick Seaman|Josh Friedman,Keanu Reeves|Morgan Freeman|Rachel Weisz
931,"After being rescued and brought to an island, a man discovers that its inhabitants are experimental animals being turned into strange-looking humans, all of it the work of a visionary doctor... Read all",John Frankenheimer,H.G. Wells|Richard Stanley|Ron Hutchinson,David Thewlis|Marlon Brando|Val Kilmer
932,"A former boxer turned Secret Service agent is assigned to protect the President's son, who seems determined to make life difficult for his new protector.",David Mickey Evans,Tim Kelleher,Sinbad|Brock Pierce|Blake Boyd
933,"When Wabisuke's father-in-law unexpectedly dies, the family goes through a series of events and occurrences as the funeral unfolds over three days in their home.",Jûzô Itami,Jûzô Itami,Tsutomu Yamazaki|Nobuko Miyamoto|Kin Sugai
934,"When Wabisuke's father-in-law unexpectedly dies, the family goes through a series of events and occurrences as the funeral unfolds over three days in their home.",Jûzô Itami,Jûzô Itami,Tsutomu Yamazaki|Nobuko Miyamoto|Kin Sugai
935,A group of women who are imprisoned on the island of Sumatra by the Japanese during World War II use music to relieve their misery.,Bruce Beresford,David Giles|Martin Meader|Bruce Beresford,Glenn Close|Frances McDormand|Pauline Collins
936,"The coal mine in a northern English village may be closing, which would also mean the end of the miners' brass band.",Mark Herman,Mark Herman,Pete Postlethwaite|Tara Fitzgerald|Ewan McGregor
937,A family is torn apart after a father gives his valuable farm land to his daughters.,Jocelyn Moorhouse,Jane Smiley|Laura Jones,Michelle Pfeiffer|Jessica Lange|Jennifer Jason Leigh
938,Greg Kinnear plays a carriage-shy husband in a romantic comedy about a couple trying to conceive a child.,Keith Samples,Kevin Meyer|Keith Samples,Greg Kinnear|Lauren Holly|Joan Cusack
939,An eager and idealistic young attorney defends an Alcatraz prisoner accused of murdering a fellow inmate. The extenuating circumstances: his client had just spent over three years in solitar... Read all,Marc Rocco,Dan Gordon,Christian Slater|Kevin Bacon|Gary Oldman
940,Three band members hoping for a big break head to a radio station to play their demo tape and wind up holding everyone hostage with plastic guns when the head D.J. refuses to play them.,Michael Lehmann,Rich Wilkes,Brendan Fraser|Steve Buscemi|Adam Sandler
